Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1988,1988,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1989,1989,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1990,1990,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1991,1991,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1992,1992,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1993,1993,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1994,1994,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1995,1995,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1996,1996,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1997,1997,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1998,1998,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,1999,1999,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2000,2000,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2001,2001,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2002,2002,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2003,2003,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2004,2004,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2005,2005,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2006,2006,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2007,2007,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2008,2008,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2009,2009,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2010,2010,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2011,2011,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2012,2012,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2013,2013,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2014,2014,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2015,2015,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2016,2016,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2017,2017,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2018,2018,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2019,2019,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2020,2020,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2021,2021,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7009,September,2022,2022,°c,1.093,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1961,1961,°c,-1.068,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1962,1962,°c,0.792,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1963,1963,°c,0.363,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1964,1964,°c,0.335,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1965,1965,°c,0.458,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1966,1966,°c,1.99,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1967,1967,°c,-0.568,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1968,1968,°c,-2.156,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1969,1969,°c,0.726,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1970,1970,°c,-1.456,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1971,1971,°c,-1.794,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1972,1972,°c,0.003,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1973,1973,°c,0.357,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1974,1974,°c,0.464,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1975,1975,°c,-0.814,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1976,1976,°c,0.271,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1977,1977,°c,-1.384,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1978,1978,°c,-0.733,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1979,1979,°c,1.202,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1980,1980,°c,0.605,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1981,1981,°c,1.498,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1982,1982,°c,2.756,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1983,1983,°c,-1.376,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1984,1984,°c,1.225,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1985,1985,°c,-1.36,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1986,1986,°c,-0.327,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1987,1987,°c,0.839,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1988,1988,°c,-0.367,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1989,1989,°c,-0.464,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1990,1990,°c,1.733,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1991,1991,°c,1.84,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1992,1992,°c,2.591,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1993,1993,°c,2.207,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1994,1994,°c,0.953,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1995,1995,°c,-0.469,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1996,1996,°c,-0.824,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1997,1997,°c,0.626,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1998,1998,°c,1.169,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,1999,1999,°c,2.543,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2000,2000,°c,1.094,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2001,2001,°c,1.533,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2002,2002,°c,-0.077,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2003,2003,°c,3.428,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2004,2004,°c,1.554,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2005,2005,°c,1.522,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2006,2006,°c,0.614,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2007,2007,°c,1.25,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2008,2008,°c,1.164,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2009,2009,°c,0.9,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2010,2010,°c,2.123,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2011,2011,°c,-0.017,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2012,2012,°c,2.74,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2013,2013,°c,0.671,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2014,2014,°c,0.341,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2015,2015,°c,3.197,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2016,2016,°c,3.729,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2017,2017,°c,-0.457,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2018,2018,°c,2.055,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2019,2019,°c,2.151,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2020,2020,°c,2.129,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2021,2021,°c,1.137,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7010,October,2022,2022,°c,0.308,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1961,1961,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1962,1962,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1963,1963,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1964,1964,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1965,1965,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1966,1966,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1967,1967,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1968,1968,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1969,1969,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1970,1970,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1971,1971,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1972,1972,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1973,1973,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1974,1974,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1975,1975,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1976,1976,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1977,1977,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1978,1978,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1979,1979,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1980,1980,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1981,1981,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1982,1982,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1983,1983,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1984,1984,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1985,1985,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1986,1986,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1987,1987,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1988,1988,°c,1.189,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7010,October,1989,1989,°c,1.189,E,Estimated value
